disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Factors that affect ability to adapt,col2_Degree to which this factor challenges/supports the adaptive capacity of your jurisdiction,col3_Describe how the factor supports or challenges the adaptive capacity of your jurisdiction
2025 Disclosure Cycle,779465,CDP,74414,"Boulder County, CO",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,3,Row 3,Cost of living,Challenges: Moderately challenges,"The high cost of living exacerbates existing socioeconomic disparities in Boulder County. For example some residents may have more resources to cope with climate change impacts, while others may struggle to afford basic needs. High cost of living can also force residents to live in vulnerable areas with limited access to resources and services. "
2025 Disclosure Cycle,779465,CDP,74414,"Boulder County, CO",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,4,Row 4,Housing,Challenges: Significantly challenges,"Lack of affordable housing is a stressor that is exacerbated during a shock. For example, low-income individuals and families, who are already struggling to secure affordable housing, may lack the resources and financial means to invest in climate adaptation measures for their homes. This lack of resilience can leave them more exposed to the impacts of climate change, such as flooding and extreme temperatures. "
2025 Disclosure Cycle,779465,CDP,74414,"Boulder County, CO",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,5,Row 5,Inequality,Challenges: Significantly challenges,"Economic disparity creates further challenges during a climate shock for our vulnerable communities as they have fewer resources making them more susceptible to protection, recovery, health risks, and mental distress. "
2025 Disclosure Cycle,779465,CDP,74414,"Boulder County, CO",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,6,Row 6,"Degradation, loss, and quality and quantity of green space and ecosystems",Challenges: Moderately challenges,"Disparate urban tree canopy in underserved neighborhoods makes it more difficult to adapt to extreme heat and floods, as there is less shade/cooling and water absorption. "
2025 Disclosure Cycle,779465,CDP,74418,"Town of Breckenridge, CO",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,2,Row 2,Cost of living,Challenges: Significantly challenges,Cost of living is high and many properties are investment properties. This poses challenges related to communication with homeowners (absentee) and insurance claims due to hazards. 
2025 Disclosure Cycle,779465,CDP,74418,"Town of Breckenridge, CO",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,3,Row 3,Infrastructure capacity,Supports: Significantly supports,"Town of Breckenridge utilizes the county's bus system, Summit Stage, as well as our own bus system called Free Ride. Both buses are free and service bus stops frequently making public transit a convenient and viable way of getting around Breckenridge. Town of Breckenridge currently has 5 fully electric buses to our fleet and is planning on electrifying our whole fleet."
2025 Disclosure Cycle,779465,CDP,74418,"Town of Breckenridge, CO",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,4,Row 4,Legal/Institutional constraints,Supports: Somewhat supports,"This one is both a challenge and supports efforts. The Town finally has dedicated staff to implement climate action policies, however more staff (and program budget) could be dedicated to this for full implementation and coordination across departments. "
2025 Disclosure Cycle,779465,CDP,74418,"Town of Breckenridge, CO",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,5,Row 5,Land use planning,Supports: Somewhat supports,"Our Main Street is home to over 150 businesses with large sidewalks and bike paths. This encourages foot-traffic and promotes shopping at our local businesses. Additionally, we have many trails and parks that are easily accessible via bus, bike, or foot. By encouraging walking we are reducing the GHG emissions of both locals and tourists."
2025 Disclosure Cycle,779465,CDP,74418,"Town of Breckenridge, CO",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,6,Row 6,Housing,Challenges: Significantly challenges,Much of the workforce doesn't live in this community. Commuting in SOVs poses challenges for GHG reductions. 
2025 Disclosure Cycle,779465,CDP,74462,"Village of Oak Park, IL",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Economic diversity,Challenges: Moderately challenges,"The community-wide average median income masks the economic diversity present in multifamily housing, and makes it difficult to attract external support for income-qualified households. This also creates an administrative challenge in designing programs that don't reduce community affordability."
