disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Assessment attachment^,col2_Assessment direct link^,col3_Confirm attachment/link provided to assessment,col4_Boundary of assessment relative to jurisdiction boundary^,col5_Year of publication or approval,col6_Factors considered in assessment,col7_Please explain
2025 Disclosure Cycle,779465,CDP,850585,Municipality of Ambato,City,Latin America,Ecuador,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,2,Row 2,,Se adjunta la estimación del riesgo climático,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2020,Assessment considers nature|Assessment considers vulnerable populations|Assessment considers water security,"El documento adjunto, apoya iniciativas locales de incorporar Criterios de Cambio Climático en su planificación y gestión territorial, identificación de las amenazas, priorización de medidas de mitigación y adaptación por aumento de temperatura y precipitación El documento busca fortalecer las capacidades del GADMA para la elaboración del los instrumentos de Planificación Territorial."
2025 Disclosure Cycle,779465,CDP,850585,Municipality of Ambato,City,Latin America,Ecuador,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,3,Row 3,,Se adjunta la estimación del riesgo climático,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2020,Assessment considers nature|Assessment considers vulnerable populations|Assessment considers water security,"El documento adjunto, apoya iniciativas locales de incorporar Criterios de Cambio Climático en su planificación y gestión territorial, identificación de las amenazas, priorización de medidas de mitigación y adaptación por aumento de temperatura y precipitación El documento busca fortalecer las capacidades del GADMA para la elaboración del los instrumentos de Planificación Territorial."
2025 Disclosure Cycle,779465,CDP,852443,"Ferndale, MI",City,North America,United States of America,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,FINAL-Climate-and-Socio-Economic-Vulnerability-Assessment-for-Stormwater-FERNDALE-06.02.20.pdf,,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2019,Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment includes sectors and/or urban systems|Assessment considers vulnerable populations|A process has been established for prioritizing identified hazards|Assessment considers nature,"The report provides insights into how changes in weather and long-term climate may result in on-the-ground impacts to stormwater systems, an assessment of Ferndale's overall stormwater-system vulnerability to these changes, and which segments of the community may be most vulnerable."
2025 Disclosure Cycle,779465,CDP,852445,"Gainesville, FL",City,North America,United States of America,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,"2025-121b-vulnerability-report-20250220 (1).pdf,cog-floodwise-2022.pdf",https://www.gainesvillefl.gov/files/assets/public/v/1/climate-action/documents/2025-121b-vulnerability-report-20250220.pdf,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2025,Assessment includes consultation with partners|Assessment considers water security|Assessment includes sectors and/or urban systems|Assessment considers vulnerable populations|A process has been established to update the assessment at least every five years|Assessment considers nature,This is the city of gainesville's vunerability assessment produced in 2025.
2025 Disclosure Cycle,779465,CDP,852466,South Gloucestershire Council,City,UKWW,United Kingdom,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,"Appendix 1.pdf,Organisation Risk Register April 2025.pdf",Organisational Risk Register,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2025,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,
2025 Disclosure Cycle,779465,CDP,852466,South Gloucestershire Council,City,UKWW,United Kingdom,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,3,Row 3,Local-Flood-Risk-Management-Strategy.pdf,https://beta.southglos.gov.uk/static/753db7f8bc408fcb1f954272f6cab01d/Local-Flood-Risk-Management-Strategy.pdf,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2022.0,Assessment considers nature|Assessment considers vulnerable populations|Assessment considers transition risks|Assessment considers water security|Assessment includes consultation with partners,
2025 Disclosure Cycle,779465,CDP,852466,South Gloucestershire Council,City,UKWW,United Kingdom,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,4,Row 4,Adaptation-and-Resilience-Report.pdf,https://beta.southglos.gov.uk/static/03457e16d9729d227d8b250d2af9dd4b/Adaptation-and-Resilience-Report.pdf,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2024,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment includes sectors and/or urban systems|Assessment includes consultation with partners|Assessment considers vulnerable populations",
2025 Disclosure Cycle,779465,CDP,852466,South Gloucestershire Council,City,UKWW,United Kingdom,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,5,Row 5,UKHSA flooding heat and population vulnerability.pdf,,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2024,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment includes consultation with partners|Assessment includes sectors and/or urban systems|Assessment considers vulnerable populations",
2025 Disclosure Cycle,779465,CDP,852466,South Gloucestershire Council,City,UKWW,United Kingdom,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,6,Row 6,,https://www.sustainablefoodplaces.org/resources/partner_uploads/south-gloucestershire_1751880767.pdf,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2025,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment includes sectors and/or urban systems|Assessment considers nature|A process has been established to update the assessment at least every five years|A process has been established for prioritizing identified hazards|Assessment considers vulnerable populations",
2025 Disclosure Cycle,779465,CDP,852473,Sandwell Metropolitan Borough Council,City,UKWW,United Kingdom,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,,https://www.wmca.org.uk/documents/environment-energy/a-summary-of-climate-change-impacts-in-the-west-midlands-combined-authority-area/a-summary-of-climate-change-impacts-in-the-west-midlands-combined-authority-area/,The assessment can be accessed (unrestricted) on the link provided,Other: The climate impact and risk assessment covers the wider West Midlands Combined Authority. A closer scale study for Sandwell only is being considered but at the current time the WMCA document is being used for Climate Risk Assessments and plans.,2022,"Assessment considers nature|Assessment considers vulnerable populations|Assessment considers transition risks|Assessment considers water security|Assessment includes consultation with partners|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment includes sectors and/or urban systems",
2025 Disclosure Cycle,779465,CDP,852524,Westminster City Council,City,UKWW,United Kingdom,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,,https://officesharedservice.sharepoint.com/sites/WCCClimateEmergencyProgramme/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FWCCClimateEmergencyProgramme%2FShared%20Documents%2FAction%20Delivery%2FGreen%20%26%20Resilient%2FAdaptation%20%26%20Resilience%2FCARP%2FRisk%20%26%20Vulnerability%20Assessment%2FFINAL%20products%2FFINAL%20REPORT%2Epdf&parent=%2Fsites%2FWCCClimateEmergencyProgramme%2FShared%20Documents%2FAction%20Delivery%2FGreen%20%26%20Resilient%2FAdaptation%20%26%20Resilience%2FCARP%2FRisk%20%26%20Vulnerability%20Assessment%2FFINAL%20products&p=true&ga=1,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2024,Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment considers vulnerable populations|Assessment considers nature|Assessment includes sectors and/or urban systems|Assessment includes consultation with partners,"The Climate Risk and Vulnerability Assessment identifies the likelihood of future climate hazards and their potential impacts across Westminster, including on lives, livelihoods, health and wellbeing, ecosystems and species, economic, social, and cultural assets, services, industries, and infrastructure.57 high-level recommendations.The recommendations cover internal governance, capacity-building and organisation around climate risk and adaptation within WCC; as well as areas for further research to understand specific risks more fully."
2025 Disclosure Cycle,779465,CDP,854042,Metropolitan Municipality of Milan,City,Europe,Italy,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,"PTM_Tav05_2_70000.pdf,PTM_Tav05_2_70000.pdf,PTM_Tav05_2_70000.pdf",https://www.cittametropolitana.mi.it/PTM/index.html,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2024,A process has been established for prioritizing identified hazards,"The STTM 1 is configured as an operational tool to guide and monitor, through the use of indicators and parameters that guide urban and building transformations, the implementation of the NMC in the field of the protection of non-renewable resources (soil, water, energy air quality) and climate change adaptation and mitigation as well as the resulting strategic and planning actions at the local/municipal scale"
2025 Disclosure Cycle,779465,CDP,854042,Metropolitan Municipality of Milan,City,Europe,Italy,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,2,Row 2,"PTM_Tav08_70000.pdf,PTM_Tav08_70000.pdf",https://www.cittametropolitana.mi.it/Life_Metro_Adapt/servizi/index.html,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2020,Assessment considers vulnerable populations,"We have identified Urban Heat Islands and created:1: Urban Heat Island Vulnerability Map (Thermal Anomalies): allows to know precisely the areas of Milan Metropolitan area where the heat island phenomenon occurs, in order to provide for urgent interventions (e.g. distribution of water or relocation of vulnerable people to cooler areas) and urban planning measures, the adoption of climate adaptation tools, such as the installation of green and blue infrastructure;2. Vulnerability map to urban heat islands: it represents the distribution of vulnerable population (people over 70 years old and children under 10 years old) on the territory by census section based on ISTAT 2011 population census data 3. Urban heat islands risk map: the above map has been integrated with the extreme heat temperature anomaly map to define the areas of the city with the highest density of population vulnerable to extreme temperatures (risk map)"
2025 Disclosure Cycle,779465,CDP,854050,"City of Nanaimo, BC",City,North America,Canada,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,,https://www.nanaimo.ca/docs/city-plan-documents/city-plan/city-plan---low-resolution-2022-jul-04.pdf,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2022,"Assessment considers vulnerable populations|Assessment considers nature|Assessment includes consultation with partners|Assessment includes sectors and/or urban systems|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|A process has been established to update the assessment at least every five years|Assessment considers water security","Climate Adaptation and climate hazards are addressed within City Plan, Nanaimo;s primary policy document within Sections C1.2 (Climate Adaptation and Hazard Mitigation), C3.5 (Emergency Management) and D3 (Blue and Green Network) as well as within the Sea Level Rise and Wildfire development permit areas included within the plan. The plan identifies a number of climate hazards and includes policies for addressing or better understanding these hazards; these policies were then transformed into actions which were included in the 2023 Integrated Action Plan."
