disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Main community-wide emissions inventory attachment (spreadsheet)^,col2_URL link (with unrestricted access)^,col3_Status of main community-wide inventory attachment and/or direct link,col4_Year covered by main inventory^,col5_Boundary of main inventory relative to jurisdiction boundary^,col6_Population in year covered by main inventory,col7_Primary protocol/framework used to compile main inventory,col8_GCoM: Primary protocol/framework used to compile main inventory^,col9_Tool used to compile main inventory,col10_Gases included in main inventory^,col11_Primary source of emission factors^^,col12_Source of global warming potential values,col13_Has the main inventory been audited/verified?,col14_Overall level of data quality,col15_Have any of the calculation methodologies and/or boundary used for this inventory changed when compared to the previously reported inventory?,col16_Additional/historical inventories and other relevant attachments,"col17_Further documentation, links and comments"
2025 Disclosure Cycle,779465,CDP,36032,Ville de Dakar,City,UKWW,Senegal,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Rapport_Final_Emission_GES_Dakar_2024.pdf,Document joint,The emissions inventory can be accessed (unrestricted) on the link provided,2016,Same - covers entire jurisdiction and nothing else,1514793.0,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),CIRIS,CH4,"Local emission factors: Cet inventaire couvre les émissions de GES issues de divers secteurs, notamment le secteur de l'énergie stationnaire avec la consommation d'énergie dans les bâtiments résidentiels, les bâtiments publics, les activités commerciales et industrielles,",Do not know,"Yes, externally audited/verified (third-party verification)",Emissions factors - Medium data quality|Activity data - Medium data quality,"Yes, due to a change to the inventory boundary but this has not triggered a recalculation of historic emissions data",Rapport Diagnostic_Ver. finale-GAIC 13août2020 (1).pdf,L'année de référence de l'inventaire des GES de la Ville de Dakar est 2016 et l'année de reporting est 2019 
2025 Disclosure Cycle,779465,CDP,36037,Santiago de Cali,City,Latin America,Colombia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,HojaCalculo INGEI -Cali_2016_2021_Final.pdf,https://drive.google.com/drive/u/2/folders/1wyXeIXTRr14b1MdZPBHf0b1EBczGfZyV,The emissions inventory has been attached,2020/2021,"Other: Límite para energía estacionaria y residuos(Área urbana y rural del municipio de Santiago de Cali) Límite para transporte y AFOLU (Área urbana y rural de los municipios de Santiago de Cali, Jamundí, Yumbo, Palmira, Candelaria, Florida y Pradera.)",2264748.0,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"Consultancy-developed tool/process: Guía para la elaboración o actualización de inventarios de emisiones de GEI en ciudades colombianas publicada en 2021 por WWF, MADS, IDEAM y UK Pact.",CH4|N2O|CO2,Default IPCC emission factors,Other: Las fuentes nacionales para comparar los datos nacionales son los Inventarios Nacionales de GEI (INGEI) y los Reportes Bienales de Actualización (BUR por sus siglas en inglés) e internacionalmente las Guías de las Buenas Prácticas (GBP) del IPCC,"No, not audited/verified",Emissions factors - Medium data quality|Activity data - High data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy but this has not triggered a recalculation of historic emissions data",2022- Inventario de GEI Santiago de Cali WWF COL.pdf,Se presenta el inventario de gases de efecto invernadero de Santiago de Cali actualizado a 2021
2025 Disclosure Cycle,779465,CDP,36039,Accra Metropolitan Assembly,City,UKWW,Ghana,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Accra GHGI 2020_29.04.2024 1.xlsx,URL link not available,The emissions inventory has been attached,2020,Same - covers entire jurisdiction and nothing else,2138833,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),CIRIS,N2O|CH4|CO2,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"No, not audited/verified",Activity data - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,Abridged report on Municipal Solis Waste Characterization and Landfill Emission Measurement report attached.
2025 Disclosure Cycle,779465,CDP,36045,Santiago de Guayaquil,City,Latin America,Ecuador,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,ANEXO 1_2_Hoja de cálculo ILGEI.xlsx,Favor solicitar acceso al mail institucional katmorap@guayaquil.gov.ec \nhttps://municipioguayaquil-my.sharepoint.com/:f:/r/personal/katmorap_guayaquil_gov_ec/Documents/CDP%20Cities%20GYE/Hoja%20de%20c%C3%A1lculo%20ILGEI?csf=1&web=1&e=YZeDYV\n,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2023,Same - covers entire jurisdiction and nothing else,2784853,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Consultancy-developed tool/process: ANEXO 1_2Hoja de cálculo ILGEI,CH4|CO2|N2O|HFCs,Default IPCC emission factors,IPCC Sixth Assessment Report (2021),"Yes, internally audited/verified (self-verification)",Emissions factors - Medium data quality|Activity data - High data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy but this has not triggered a recalculation of historic emissions data","INFORME HUELLA DE CARBONO_FINAL_CORR-signed.pdf,P3_Formulario_de_Reporte_estimaciones_2022_ILGEI_Guayaquil_V09092024.xlsx",El inventario del año base 2023 consistió en una actualización del inventario de GEI de la ciudad de Guayaquil. Se adjuntó el histórico del inventario GEI del 2022 y el informe de la actualización del inventario año base 2023. 
2025 Disclosure Cycle,779465,CDP,36152,City of Tallinn,City,Europe,Estonia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Tallinn GHG inventory EST.pdf,https://uuringud.tallinn.ee/file_download/1684,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2021,Same - covers entire jurisdiction and nothing else,445688,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Internal tool/process,CO2|CH4|N2O,National/sub-national emission factors: ,IPCC Sixth Assessment Report (2021),"Yes, internally audited/verified (self-verification)",Emissions factors - High data quality|Activity data - Medium data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy and this has triggered a recalculation of historic emissions data",,The recalculation has been done in the latest inventory.
2025 Disclosure Cycle,779465,CDP,36159,City of Lisbon,City,Europe,Portugal,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"LIS GHG GPC 2002-2022_250821.xlsx,LIS GHG GPC 2002-2022_250821.xlsx,LIS GHG GPC 2002-2022_250821.xlsx",https://lisboaenova-my.sharepoint.com/:x:/g/personal/admin_lisboaenova_org/EU4pXiaYS7JAtXmqSOhgrDMB7a2a8ZYq4QriuGmXMvIPfg?e=pszhmI,The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,557519,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),"Other: Set of sectoral spreadsheets based on GPC reporting. Additionally, the inventory is reproduced with the CIRIS tool.",CH4|N2O|CO2,National/sub-national emission factors: NATIONAL INVENTORY REPORT (NIR) SUBMITTED UNDER THE ARTº 26 OF REGULATION (EU) NO. 2018/1999: https://apambiente.pt/clima/inventario-nacional-de-emissoes-por-fontes-e-remocao-por-sumidouros-de-poluentes-atmosfericos,IPCC Fifth Assessment Report (2013),"No, not audited/verified",Activity data - High data quality|Emissions factors - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,"LIS GHG GPC 2002-2022_250821.xlsx,LIS GHG GPC 2002-2022_250821.xlsx,LIS GHG GPC 2002-2022_250821.xlsx",Historical data (GHG emissions 2002-2022) is also available in the attached inventory
2025 Disclosure Cycle,779465,CDP,36218,Fukuoka City,City,Japan,Japan,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,02_shiryo1.pdf,資料1：2022年度の福岡市域の温室効果ガス排出量等について\nhttps://www.city.fukuoka.lg.jp/kankyo/s-suishin/shisei/tikyuondankataisakujikkoukeikakukyougikai20241009.html,The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,1619893,Regional or country/area specific methodology,,Internal tool/process,SF6|NF3|PFCs|CH4|CO2|HFCs|N2O,,IPCC Fourth Assessment Report (2007),,Activity data - High data quality|Emissions factors - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,
2025 Disclosure Cycle,779465,CDP,36219,City of Sapporo,City,Japan,Japan,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"算出方法概要.docx,電源構成等算出方法.docx,（CDP提出用）2021速報・2019確定_エネルギー消費量・温室効果ガス排出量算出フォーム.xlsx,（CDP提出用）2022速報・2020確定_エネルギー消費量・温室効果ガス排出量算出フォーム.xlsx",https://www.city.sapporo.jp/kankyo/ondanka/kikouhendou_plan2020/documents/01_2022_report.pdf\n\nhttps://www.city.sapporo.jp/kankyo/ondanka/kikouhendou_plan2020/documents/02_2022_report_material.pdf,The emissions inventory has been attached,2022/2023,Same - covers entire jurisdiction and nothing else,1973011,Regional or country/area specific methodology,,Internal tool/process,HFCs|PFCs|CO2|NF3|CH4|SF6|N2O,National/sub-national emission factors: 地方公共団体実行計画（区域施策編）策定・実施マニュアル,IPCC Fourth Assessment Report (2007),"Yes, externally audited/verified (third-party verification)",Activity data - High data quality|Emissions factors - High data quality,No changes to the methodology and/or boundary used as this is the jurisdictions first year reporting an emissions inventory,（CDP提出用）2021速報・2019確定_エネルギー消費量・温室効果ガス排出量算出フォーム.xlsx,・市は1990年以降の排出量を追跡しています ・PFCs、NF3については市内に半導体製造工場などの立地がなく取扱いがないため排出はありません\n・参考までに、過去のインベントリ（昨年度提出データ）を添付します。
2025 Disclosure Cycle,779465,CDP,36247,City of Arezzo,City,Europe,Italy,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://www.comune.arezzo.it/sites/default/files/tec_paesc_arezzo_30.09.22_finale_.pdf,The emissions inventory can be accessed (unrestricted) on the link provided,2019,Same - covers entire jurisdiction and nothing else,98259.0,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,Internal tool/process,CO2,"Local emission factors: private residential, private mobility",IPCC Fourth Assessment Report (2007),,,,,x
2025 Disclosure Cycle,779465,CDP,36254,City of Venice,City,Europe,Italy,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://www.comune.venezia.it/it/content/inventario-delle-emissioni-gas-serra-c40-gpc-compliant,The emissions inventory can be accessed (unrestricted) on the link provided,2020,Same - covers entire jurisdiction and nothing else,256146.0,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),CIRIS,CH4|CO2|N2O,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"Yes, externally audited/verified (third-party verification)",,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,https://www.comune.venezia.it/it/content/inventario-delle-emissioni-gas-serra-c40-gpc-compliant
2025 Disclosure Cycle,779465,CDP,36262,City of Genoa,City,Europe,Italy,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://smart.comune.genova.it/sites/default/files/archivio/documenti/Report%20Monitoraggio%20SECAP%20GE%20completo.pdf,The emissions inventory can be accessed (unrestricted) on the link provided,2022,Same - covers entire jurisdiction and nothing else,586655.0,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Internal tool/process,CO2,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"Yes, internally audited/verified (self-verification)",Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,
2025 Disclosure Cycle,779465,CDP,36410,"City of Memphis, TN",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,2023_Inventory CIRIS Standard v2.5.xlsx,Attached,The emissions inventory has been attached,2023,"Other: Due to our office being a joint office of City and County government, our inventory covers all of Shelby County.",922125,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),CIRIS,CO2|CH4|N2O,National/sub-national emission factors: EPA's GHG Emission Factors Hub,IPCC Fifth Assessment Report (2013),"No, not audited/verified",Activity data - Medium data quality|Emissions factors - High data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy but this has not triggered a recalculation of historic emissions data",,
