disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Opportunity,col2_Describe how the region is maximizing this opportunity
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,9,Row 9,Develop jurisdictional approaches,Community wildfire reduction planning
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,10,Row 10,Preferential sourcing by companies,Strong regulatory environment and data collection capacity to ensure compliance and offer alternatives\n
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,11,Row 11,Increase employment opportunities,Research and investment to transition forest resource industry to meet climate-conscious goals
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,12,Row 12,Increase opportunities for partnerships and establish joint forest management principles,"Active work to increase energy efficiency within the natural and working lands sector, and develop markets for biochar and other new products"
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,13,Row 13,Increased attention to other environmental concerns,CCA Cap and Invest and offsets programs promote environmental justice and community resilience which can include bolstering health and durability of other environmental and social attributes
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,14,Row 14,Additional funding and investment opportunities (e.g. access to REDD+),Additional funding and investment from federal and state government and private investment. DNR is currently developing a strategy to address reforestation to be finished in 2025 and given out 900k for post-fire reforestation in the first year. DNR has awarded $8 million in state and federal funding for urban forestry. USDA Forest Service federal funding opportunities through forest landowner support program.
2025 Disclosure Cycle,779465,CDP,72890,State of Minnesota,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,"Aware of and communicating about relationships between forests, forest products, and the atmospheres. We have identifies strategies to support the current carbon sink over the long term."
2025 Disclosure Cycle,779465,CDP,72890,State of Minnesota,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Increasing resilience to climate change impacts and other disasters,"Understand the vulnerabilities related to climate change and our long term management approach integrates practices of resistance, resilience, and transition."
2025 Disclosure Cycle,779465,CDP,72890,State of Minnesota,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,"Other ecosystem services from forests realized (e.g. improved well-being, soil erosion management)",The state has a healthy wood products sector that uses fiber from sustainably managed forests to produce products important to our society. These in turn sustain livelihoods and support economic develop in the state.
2025 Disclosure Cycle,779465,CDP,72890,State of Minnesota,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Development of recreation and tourism industry,Minnesota's forests are a key recreational asset for Minnesotans and visitors. These uses depend on ongoing forest health.
2025 Disclosure Cycle,779465,CDP,72890,State of Minnesota,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Ensuring clean water supply,Forests cover 1/3 of the state's area and are critical to water quality. The vast majority of Minnesotans receive drinking water from forested parts of the state. Our work protecting and managing forests greatly reduces the need to chemically treat water while regulating stream and river flows.
2025 Disclosure Cycle,779465,CDP,72891,State of Hawaii,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Increase employment opportunities,Developing forest economic models for land managers interested in diversifying land use options with forest products and/or agroforestry systems. 
2025 Disclosure Cycle,779465,CDP,72891,State of Hawaii,States & Regions,North America,United States of America,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Development of recreation and tourism industry,Hawaii's primary industry is tourism; we are now looking into ways to better manage people in our natural and forest lands to reduce impacts to the natural resources and surrounding communities.
