disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Impacts,col2_Forests-related issue causing the impact,col3_Driver causing the impact,col4_Anticipated timescale,col5_Impact seriousness,col6_Impact description,col7_Primary action taken,col8_Status of action,col9_Action description
2025 Disclosure Cycle,779465,CDP,833240,Sergipe,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,3,Row 3,Disruptions in the water cycle,Deforestation|Forest degradation,Infrastructure|Large-scale agriculture|Unsustainable logging,Unknown,Extremely serious,"A degradação florestal e o desmatamento da vegetação para o suprimento e desenvolvimento das atividades produtivas, influenciam diretamente na perda da biodiversidade e, consequentemente, à extinção das espécies, além de afetar no ciclo hidrológico, visto que a vegetação é responsável pela infiltração e permeabilização do solo, além de reduzir a erosão e assoreamento de cursos d'água. Com a redução das áreas florestais e consequente interrupção do ciclo hidrológico, é possível que haja racionamento de água, má distribuição dos recursos hídricos, além de períodos de seca. A seca, por sua vez, é um agravante na região semiárida do Estado, em municípios que já sofrem a consequência desse processo. Contudo a degradação e o desmatamento da vegetação provoca um conjunto de impactos negativos e são apontados como grandes responsáveis pelas mudanças climáticas.",No action currently undertaken,,
2025 Disclosure Cycle,779465,CDP,833240,Sergipe,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,4,Row 4,Increased soil erosion,Forest degradation|Deforestation|Conversion of natural habitats,Infrastructure|Unsustainable logging|Large-scale agriculture|Charcoal and fuelwood production,Unknown,Extremely serious,"A não realização, ou o indevido manejo do uso do solo, o desmatamento e a degradação florestal são alguns dos fatores que causam a exposição do solo e degradação do solo, ficando então vulnerável aos processos erosivos, o que acarreta diversas consequências. Dentre as principais consequências, podem-se citar: perda de fertilidade do solo, afetando a produção de alimentos, assoreamento de corpos d'água, o que pode causar enchentes e inundações, morte e extinção de fauna e flora, redução da qualidade e quantidade da água, entre outros.",Strengthening demand-side policies,Implementation,Criação da Política Estadual de Combate à Desertificação (PECD) e do Programa Estadual de Combate à Desertificação e Mitigação dos Efeitos da Seca do Estado de Sergipe. A PECD instituiu as diretrizes e ferramentas que nortearão as ações de combate à desertificação em Sergipe. 
2025 Disclosure Cycle,779465,CDP,833240,Sergipe,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,5,Row 5,Biodiversity loss,Conversion of natural habitats|Deforestation|Forest degradation,Unsustainable logging|Large-scale agriculture,Unknown,Extremely serious,"A degradação e o desmatamento da vegetação e a conversão de áreas de habitats naturais afetam fortemente na perda da biodiversidade no estado de Sergipe, o que ameaça comunidades e ecossistemas. A biodiversidade garante a estabilidade dos processos naturais, aliado à produção de alimentos de cunho sustentável voltados para o desenvolvimento econômico e a subsistência da populações, em conjunto com a preservação ambiental. Com a perda da biodiversidade, há também o tráfico de fauna e flora devido à redução de habitats naturais, causando um desequilíbrio ambiental, com comprometimento, inclusive, do estoque de alimentos em decorrência do surgimento de pragas e doenças.",Reinforcing and expanding networks of protected areas and/or indigenous reserves,Operation,"Visando garantir a biodiversidade de fauna e flora no Estado, Sergipe criou 06 Unidades de Conservação (UCs) tanto de proteção integral quanto de uso sustentável nos diferentes ecossistemas encontrados nos Biomas Mata Atlântica e Caatinga. Dentre estas UCs, encontram aquelas destinadas à proteção de espécies encontradas em extinção, como o Refúgio de Vida Silvestre Mata do Junco, no município de Capela, que foi criada para proteger o macaco guigó, endêmico do Estado. Há a Reserva Biológica Santa Isabel, no litoral de Sergipe, que foi criada em uma área especial de desova de tartarugas marinhas. Cita-se também o Monumento Natural Grota do Angico, no alto sertão sergipano, local de predominância de Caatinga arbustivo-arbórea e que registra grande valor cultural, uma vez que dentro da UC é localizada a grota onde Lampião e seu grupo foi assassinado. Ainda, há a Área de Proteção Ambiental Moro do Urubu, a Área de Proteção Ambiental Litoral Sul, o Parque Estadual Marituba e a Área de Relevante Interesse Ecológico Mata do Cipó. Além destas, foram criadas diversas Reservas Particulares do Patrimônio Público (RPPNs)."
2025 Disclosure Cycle,779465,CDP,833240,Sergipe,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,6,Row 6,Habitat loss and wildlife displacement,Conversion of natural habitats|Forest degradation|Deforestation,Unsustainable logging|Large-scale agriculture,Unknown,Serious,"Diversas são as consequências da perda de habitat e deslocamento da fauna silvestre, dentre as quais podem-se citar a extinção de espécies, a fragmentação de habitats, o aumento de espécies invasoras, e a desertificação. Estes processos afetam na interação natural das espécies, tendo consequências difíceis de reverter ao longo do tempo.",Introduction of biodiversity offsets or compensatory conservation,Operation,"Em Sergipe, são realizadas compensações ambientais por meio do processo de licencia‐ mento ambiental de empreendimentos no Estado. Dentre as ações, são realizados plan‐ tios compensatórios com recuperação de áreas degradadas em unidades de conservação no Estado, bem como aquisição de propriedades rurais dentro destas unidades. Estas ações garantem que sejam consolidadas as áreas de proteção da vegetação e da fauna e diminuindo os efeitos de borda acarretados pela fragmentação dos maciços florestais."
2025 Disclosure Cycle,779465,CDP,833241,Rio Grande do Norte,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Disruptions in the water cycle,Deforestation|Conversion of natural habitats|Forest degradation,Charcoal and fuelwood production|Unsustainable logging|Large-scale agriculture,Long-term,Serious,"A seca é uma deficiência em precipitação (chuva) por um extenso período de tempo, resultando em escassez hídrica com repercussões negativas significativas nos ecossistemas e nas atividades socioeconômicas",Adoption of afforestation strategies,Pre-implementation,Programa RN+Verde (programa de incentivo à reposição florestal em reserva legal e áreas de preservação permanente);Plantadores de Água (programa que visa a recuperação de mata ciliar em nascentes de corpos hídricos).
2025 Disclosure Cycle,779465,CDP,833241,Rio Grande do Norte,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,3,Row 3,Increased wildfires,Forest degradation|Deforestation,Large-scale agriculture|Charcoal and fuelwood production|Unsustainable logging|Fires,Current,Extremely serious,"O aumento de incêndios pode causar sérios prejuízos à fauna e à flora, reduzindo a cobertura vegetal, diminuindo a fertilidade do solo e comprometendo a qualidade do ar e, consequentemente, a saúde humana, provocando vários tipos de doenças, principalmente respiratórias.",Institutional strengthening and capacity building on forest management,Operation,RN Sem Chamas (Plano Estadual de Prevenção Ambiental e Combate às Queimadas e Incêndios Florestais do Rio Grande do Norte)
2025 Disclosure Cycle,779465,CDP,833241,Rio Grande do Norte,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,4,Row 4,Increased soil erosion,Forest degradation|Deforestation|Conversion of natural habitats,Mining|Large-scale agriculture|Unsustainable logging|Charcoal and fuelwood production,Medium-term,Serious,"Além de danificar o meio ambiente, retira uma camada superficial do solo que é rica em nutrientes, o que reduz o potencial produtivo das terras e pode gerar prejuízo na lavoura. A erosão do solo também irá repercutir na eutrofização dos reservatórios e assoreamentos dos corpos hídricos. O solo também possui predisposição natural, ao ravinamento e voçorocas o que pode favorecer a perda de estabilidade do solo e movimentos de terra.",Adoption of reforestation strategies,Pre-implementation,Programa RN+Verde (programa de incentivo à reposição florestal em reserva legal e áreas de preservação permanente);Plantadores de Água (programa que visa a recuperação de mata ciliar em nascentes de corpos hídricos).
2025 Disclosure Cycle,779465,CDP,833241,Rio Grande do Norte,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,5,Row 5,Increased greenhouse gas emissions,Forest degradation|Deforestation,Charcoal and fuelwood production|Mining,Current,Serious,"O aumento dos gases de efeito estufa no Rio Grande do Norte intensifica a elevação do nível do mar, agravando a erosão e a inundação nas áreas costeiras. Além disso, contribui para o avanço da desertificação e o prolongamento de secas no semiárido, afetando a agricultura e os recursos hídricos. Os ecossistemas costeiros, como manguezais e recifes de corais, também sofrem com o aquecimento dos oceanos e eventos climáticos extremos, prejudicando a biodiversidade e a proteção natural da costa, exigindo ações de adaptação e mitigação.",Adoption of afforestation strategies,Pre-implementation,"Está em fase de publicação a Política Estadual de Mudanças do Clima do RN que contará com alguns instrumentos, especialmente o inventário de GEE."
2025 Disclosure Cycle,779465,CDP,833242,Guanajuato,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Loss of forest products and services,Forest degradation,Other: Plagas y enfermedades forestales.,Medium-term,Less serious,Degradación de los ecosistemas forestales por plagas.,Promoting and sharing information on best practices,Operation,"Elaboración del Programa Operativo de Sanidad Forestal que cuenta con información oportuna que permita dar a conocer al Comité Técnico Estatal de Sanidad Forestal, dueños y poseedores de terrenos forestales, así como asesores técnicos la situación fitosanitaria de las zonas forestales del estado de Guanajuato, a fin de implementar de manera oportuna las medidas fitosanitarias destinadas al control y/o erradicación del problema de plagas en los ecosistemas forestales del Estado, así como implementar nuevas estrategias para la detección y combate de plagas forestales. "
2025 Disclosure Cycle,779465,CDP,833242,Guanajuato,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Loss of carbon sinks,Forest degradation|Conversion of natural habitats|Deforestation,"Unsustainable logging|Mining|Other: Cambios de uso de suelo, actividades productivas no sustentables, ignorancia respecto a servicios ecosistémicos|Fires",Medium-term,Less serious,"Pérdida de la biodiversidad, afectación en la disponibilidad y calidad de los servicios ecosistémicos.",Adoption of reforestation strategies,Implementation,"Campañas continuas de reforestación en todas las áreas naturales protegidas del Estado así como áreas verdes en los municipios, y otros terrenos forestales. Obras de conservación de agua y suelo. Saneamiento de la vegetación, restauración del paisaje, manejo forestal sustentable. "
2025 Disclosure Cycle,779465,CDP,833242,Guanajuato,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,3,Row 3,Loss of forest products and services,Deforestation,Small-scale agriculture|Unsustainable logging,Medium-term,Serious,"Pérdida de la biodiversidad, afectación en la disponibilidad y calidad de los servicios ecosistémicos.",Promoting certification and sustainable procurement policies,Operation,Programa de Certificación de Áreas Destinadas Voluntariamente a la Protección y Restauración de la Biodiversidad (ADVPRB).
2025 Disclosure Cycle,779465,CDP,833243,Nuevo León,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Disruptions in the water cycle,Other: el agua no se adentra en nuestras cuencas,Fires,Short-term,Serious,La falta de arboles en nuestras sierras hace que el agua no penetre en la tierra y aumente su velocidad por lo tanto el agua no se adentra en nuestros pozos y mantos. ,Forest landscape restoration,Implementation,Reforestacion de las cuencas altas 
2025 Disclosure Cycle,779465,CDP,833243,Nuevo León,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Increased soil erosion,Forest degradation,Fires,Short-term,Serious,A mayor erosión menor la cantidad de agua. Siendo nuestra geografia montañosa este problema es grave si se le suma que reforestar las sierras alta es casi imposible. ,Forest landscape restoration,Implementation,Reforestacion de las cuencas altas
2025 Disclosure Cycle,779465,CDP,833243,Nuevo León,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,3,Row 3,Biodiversity loss,Forest degradation,Other: cambios de uso del suelo|Fires,Short-term,Serious,existe perdida de ecosistemas y hábitat de especies ocasianoadas por las actividades productivas,Forest landscape restoration,Implementation,restauracion de suelos y reforestacion en las cuencas altas
2025 Disclosure Cycle,779465,CDP,833263,North Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Increased soil erosion,Deforestation|Conversion of natural habitats|Forest degradation,Infrastructure|Small-scale agriculture|Mining|Large-scale agriculture,Medium-term,Serious,The impact of soil erosion in our jurisdiction is agricultural sector. Decrease of soil is affected agriculture in an around social forest in North Kalimantan.,Adoption of afforestation strategies,Implementation,Afforestation action has been planned in our jurisdiction. Transition to utilization of non-timber forest products has been implemented for social forestry action.
2025 Disclosure Cycle,779465,CDP,833263,North Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Increased greenhouse gas emissions,Deforestation|Other: Forest Fires|Forest degradation,Large-scale agriculture|Small-scale agriculture,Long-term,Serious,The immediate impact is hotter temperatures which result in crop failure in the agricultural sector. This means that most jurisdictions will be affected by the change.,Implementing jurisdictional or integrated landscape approaches,Implementation,"Actions that are being implemented are the determination of cropping patterns based on agro-climate suitability, and the development of biopory (water retention hole) to increase groundwater absorption. It is hoped that with this anticipatory step, horticultural commodities can still produce well."
2025 Disclosure Cycle,779465,CDP,833265,Papua,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Loss of carbon sinks,Forest degradation|Deforestation,Large-scale agriculture|Mining|Small-scale agriculture|Infrastructure,Long-term,Serious,"The actions taken by Papua Province to address deforestation and forest degradation are ongoing. Through enhanced monitoring and enforcement, community engagement, economic alternatives and cooperation.",Enforcing forest policies and regulations,Implementation,Forest Moratorium Policy:\nImplementation: The Indonesian government has implemented a forest moratorium policy aimed at reducing deforestation and forest degradation. 
2025 Disclosure Cycle,779465,CDP,835965,West Papua Province,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Biodiversity loss,Deforestation|Conversion of natural habitats,,Long-term,Serious,"Deforestation in West Papua threatens biodiversity, as the region is home to some of the world's most biodiverse ecosystems. ",Enforcing forest policies and regulations,Implementation,"The province has engaged in REDD+ (Reducing Emissions from Deforestation and Forest Degradation) initiatives aimed at promoting sustainable forest management practices and providing economic incentives for conservation.\n\nSome areas, like Tambrauw district, have been declared conservation districts with the intention of protecting remaining forests. However, road development projects continue to pose threats to these conservation efforts (https://news.mongabay.com/2021/03/papua-deforestation-highlights-eastward-shift-of-indonesia-forest-clearing/)\n"
2025 Disclosure Cycle,779465,CDP,835965,West Papua Province,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Loss of carbon sinks,Deforestation|Conversion of natural habitats,,Long-term,Serious,"The loss of forest cover also impacts carbon storage, contributing to climate change by releasing stored carbon dioxide when trees are felled",Enforcing forest policies and regulations,Implementation,"Local Legislation Development: Local governments have enacted regional regulations (perdasus) in accordance with the Special Autonomy Law for Papua. This includes regulations governing forest management and environmental protection, aiming to preserve 70% forest areas in West Papua (Perdasus 10 Tahun 2019)\n\nSustainable Development Regulations: Article 63 of the Special Autonomy Law encourages sustainable development, promoting the creation of planning documents that consider environmental aspects and sustainability."
2025 Disclosure Cycle,779465,CDP,848149,Mato Grosso do Sul,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Loss of carbon sinks,Deforestation|Conversion of natural habitats|Forest degradation,Fires|Forest plantations|Large-scale agriculture,Current,Extremely serious,As florestas são considerados sumidouros de Carbono.,Adoption of reforestation strategies,Pre-feasibility study,Reflorestamento de floresta plantada
2025 Disclosure Cycle,779465,CDP,848300,Aceh,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Habitat loss and wildlife displacement,Forest degradation|Conversion of natural habitats|Deforestation,,Medium-term,Serious,The encroachment causing the loss of wildlife habitat and habitat fragmentation.,Implementing jurisdictional or integrated landscape approaches,Implementation,"As part of Leuseur Ecosystem Landscape, Aceh has been promoting the activity to reduce forest encroachment.This activity mainly aim to increase the livelihood of the community in order to reduce tenurial conflict between people and wildlife."
2025 Disclosure Cycle,779465,CDP,848300,Aceh,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Increased greenhouse gas emissions,Deforestation|Conversion of natural habitats|Forest degradation,,Long-term,Serious,"The occurrence of changes to climate elements including rainfall, air temperature, wind speed which leads to disruption of the cultivation calendar, damage to infrastructure, food production.",Implementing jurisdictional or integrated landscape approaches,Implementation,"Reducing deforestation and forest degradation is carried out by improving forest and land governance, increasing forest and land development capacity, reducing deforestation and forest degradation in permit areas, providing alternative livelihoods for sustainable communities."
2025 Disclosure Cycle,779465,CDP,848301,Central Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Increased wildfires,Conversion of natural habitats|Forest degradation|Deforestation,Fires,Long-term,Serious,"Central Kalimantan had monitored that one of the provinces in Indonesia has a high risk of forest fires due to the majority type of land (which is peatland, vulnerable to fire). ",Increase awareness/engage all partners on sustainable forest management,Implementation,The activity is involved and collaborated with all parties in sub-regional in every village of Central Kalimantan. 
2025 Disclosure Cycle,779465,CDP,848301,Central Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Increased greenhouse gas emissions,Other: Forest and land fire|Deforestation|Forest degradation|Conversion of natural habitats,Charcoal and fuelwood production|Fires|Large-scale agriculture,Long-term,Serious,Many researchers have studied and shown the change in ecosystem services after the establishment of oil palm plantations in primary forests and peatland (e.g. Sumarga and Hein 2014). The impacts of oil palm plantations include a significant contribution to global climate change through carbon emissions (e.g. Wicke et al. 2010) ; from the peat that burned in the exMRP area (Muhammad 2001; World Bank 2016 ).,Enforcing forest policies and regulations,Implementation,"This activity was carried out jointly in cooperation with the regional government and every stakeholder involved, starting from the private sector, local NGOs, to community groups. The use of peatlands has been carried out in order to protect peatlands from forest fires and restrain the increase GHG."
2025 Disclosure Cycle,779465,CDP,848301,Central Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,3,Row 3,Habitat loss and wildlife displacement,Forest degradation|Conversion of natural habitats|Other: ●Forest and land fire|Deforestation,Large-scale agriculture|Charcoal and fuelwood production|Fires,Current,Serious,"Researches have also shown that direct or indirect impact on land use change can destroy natural habitats (e.g. Hecker JH 20058) Kerangas forest is another one of many examples that found in areas of the Bawan Forest, Central Kalimantan. The ecosystem is particularly easily degraded through logging and fire and has received very little scientific attention (Harrison, M. E., et all 2012) . The Bawan Forest is currently designated as a “Production Forest” (Hutan Produksi) and the village community are keen to protect their forest, to avoid degradation and potential loss of this important local resource.",Implementing jurisdictional or integrated landscape approaches,Implementation,"Please visit GCF platform for further information. It is availabe at: http://gcfimpact.org/states?region=10662,states"
2025 Disclosure Cycle,779465,CDP,848301,Central Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,4,Row 4,Biodiversity loss,Deforestation|Other: Forest and land fire|Conversion of natural habitats|Forest degradation,Fires|Large-scale agriculture|Charcoal and fuelwood production,Long-term,Serious,"Direct or indirect land use change resulting from the expansion of oil palm plantations in primary forests and peatland can lead to the loss of biodiversity (e.g. Savilaakso et al. 2014 ; Danielsen et al. 2009 ; Phalan 2009 ; World Bank 20164;; Hecker JH 2005 ). Reduced biodiversity may have further negative impacts on ecosystem functions (e.g. Aerts and Honnay 2011 ). In Central Kalimantan, peat fire has also been a serious problem since the last decade and become a major cause of peatland degradation that leads to loss of biodiversity and carbon stocks (e.g. Shiodera S. Et 2016) ",Implementing jurisdictional or integrated landscape approaches,Implementation,"Please visit GCF platform for further information. It is availabe at: http://gcfimpact.org/states?region=10662,states"
2025 Disclosure Cycle,779465,CDP,848527,Sinaloa,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Loss of carbon sinks,Forest degradation|Deforestation,Fires|Charcoal and fuelwood production|Large-scale agriculture|Hydroelectric power,Short-term,Serious,"36,000 hectáreas incendiadas en lo que va del 2023",Adoption of reforestation strategies,Scoping,
2025 Disclosure Cycle,779465,CDP,884371,Nayarit,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Loss of carbon sinks,Forest degradation,Fires|Large-scale agriculture,Short-term,Serious,,Adoption of reforestation strategies,Implementation,Reforestaciones en las áreas mayormente afectadas por incendios forestales
2025 Disclosure Cycle,779465,CDP,884372,Tlaxcala,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Habitat loss and wildlife displacement,Deforestation|Forest degradation,Large-scale agriculture,Medium-term,Serious,"Pérdida de cubiertas forestales, incremento de plagas\n",Adoption of afforestation strategies,Operation,"Reforestaciones, y actividades de protección contra incendios"
2025 Disclosure Cycle,779465,CDP,906800,Federal District,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Disruptions in the water cycle,Forest degradation|Deforestation,Unsustainable logging,Short-term,Serious,Periodos sin lluvia prolongados; pero cuando se presenten sean fuertes precipitaciones provocando inundaciones,"Other: Conservación de agua y control de escurrimientos superficiales en calles, avenidas y control de escurrimientos en microcuencas.",Implementation,"Reforestación urbana en vialidades.Manejo integral del área verde (suelo y vegetación).Soluciones de canalización, infiltración y aprovechamiento del agua en carreteras, ejemplo: Zanja de infiltración, dren filtrante, pantano vegetación, etc.Diseño y construcción pasos de Fauna.Pavimentos, mobiliario, equipamientos e infraestructura.La presencia de bosques ha sido considerada una medida de protección eficiente contra las inundaciones . Los sistemas de raíces de los árboles tienden a estabilizar el suelo, contribuyendo a prevenir los deslizamientos y la pérdida de suelo."
2025 Disclosure Cycle,779465,CDP,906800,Federal District,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Other: Pérdida de flora y modificación de los hábitats,Forest degradation|Conversion of natural habitats|Deforestation,Unsustainable logging,Medium-term,Serious,La erradicación o movilización de la biodiversidad por la perdida de hábitats ,Adoption of reforestation strategies,Complete,"El #RetoVerde es nuestra estrategia para revegetar la Ciudad de México, tener más espacios públicos con naturaleza y disminuir los efectos del cambio climático. Para incrementar y mejorar la vegetación en las zonas urbanas y rurales, las áreas naturales protegidas y en todo el suelo de conservación de la capital del país, en 2019 nos propusimos sembrar más de 10 millones de árboles y otras plantas. Al día de hoy, la ciudad ha superado esta meta y continúa incrementando sus áreas verdes."
2025 Disclosure Cycle,779465,CDP,906800,Federal District,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,3,Row 3,Other: Islas de Calor,Deforestation|Conversion of natural habitats|Forest degradation,Fires,Short-term,Serious,La falta de vegetación y con ello su remplazo por pavimento u otro mineral ajeno provoca la absorción de calor en el material,Adoption of reforestation strategies,Scoping,"Se reduce la temperatura del aire y de la superficie, ya que proporciona sombra y enfriamiento a través de la evapotranspiración"
2025 Disclosure Cycle,779465,CDP,908451,Klaipėda County,States & Regions,Europe,Lithuania,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Biodiversity loss,Conversion of natural habitats,,Long-term,Serious,"Habitat Destruction: Deforestation leads to the loss of habitat for numerous plant and animal species, reducing biodiversity and disrupting ecosystems.\n\nInvasive Species: Disturbed areas may become more susceptible to invasive species, which can further threaten native flora and fauna.",Increase awareness/engage all partners on sustainable forest management,Implementation,"Sanitary cuts aimed at maintaining the health of forests by removing trees that are diseased, damaged, or at risk of pest infestation. In the Klaipeda region of Lithuania, sanitary cuts are implemented as a crucial component of forest management.\n\n"
2025 Disclosure Cycle,779465,CDP,2045832,Yasothon Province,States & Regions,South East Asia & Oceania,Thailand,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Loss of carbon sinks,Deforestation|Forest degradation,Small-scale agriculture,Short-term,Less serious,Forest area is decreasing,Adoption of afforestation strategies,Implementation,Promote reforestation
